Número control Encuesta;Zona/ Barrio del Estableciminto;Lugar realización encuesta;Departamento;Tipo: H o R;Nombre hot/rest;Tamaño;Sexo;Edad;Es jefe de hogar;Personas que dependen;Cuántos aportan al hog;Lugar nacimiento código;Otro país. Especificar;Año llegó Uruguay última vez;Nivel educ formal;Asiste ed formal;Nombre centro ed;Alguno de los estudios que;Especifique si es otro;Realizó cursos rel con cargo;Han sido pagados por;Especifique quien pagó;Total horas de cursos;Tiene otro trabajo;Sector del otro trab;Especifique sin no es turismo;Tipo contrato;Término del contrato;Especifique meses/u otro término;Contrato por empresa para la que hace tarea;Está en caja;Aporta por 100% salario;Si no en caja: goza benef;Tipo horario;Especifique tipo horario;Criterio día libre;Horas que trabaja en la semana;Razón empleo es parcial;Especifique razón;Trabaja todos meses del año;Cual es el motivo prinicpal por el que no trabaja todos los;Otro motivo. Especificar;En este empleo pertenece a un sindicato;Conoce usted los beneficios de la neg colect;Codigo Sección o depto trabaja;Nombre secciòn o depto donde trabaja;Codigo puesto/cargo de contrato;Nombre puesto/cargo de contrato;Otro Especificar ;Realiza tareas diferentes puestos;Antigüedad AÑOS;Además del tiempo que lleva en esta;Años;Si no tiene experiencia..Ramo de donde proviene;Especificar ramo;Cuál es la Principal razón trabaja en rubro;Especifique razón estar en rubro;Salario mensual sin propina;Rango sal mens sin propina;Cuánto gana hora/día;Propina mes/temp alta;Propina mes/temp baja;No cobra propina;Estoy activamente buscando otras;El año que viene voy a  buscar otro trabajo;Voy a cambiar de trabajo a primera oportunidad;Tengo la intención de renunciar;Motivo principal por el que está buscando;Otro. Especificar;Me sentiría culpable;Siento una responsabilidad;Si tuviera una oferta;Creo que no podría;Aunque fuera ventajoso;Esta empresa se merece;Sería muy feliz si;Realmente siento los;Esta empresa significa;En esta empresa me;Siento amor por mi empresa;Me gusta la tarea que ;Estoy satisfecho con las posibilidades;Estoy satisfecho con mi trabajo;Mi salario me satisface;Estoy satisfecho con cantidad de horas;Limpieza, iluminación ventilación;El entorno físico y el espacio;Los medios materiales que tengo;En mi empresa tengo satisfactorias oportunidades;Estoy satisfecho con la formación;La forma en que se lleva a cabo la negociación;La supervisión que ejercen sobre mí;Estoy satisfecho de cómo mi empresa cumple el convenio;Estoy satisfecho con la estabilidad;Estoy satisfecho con el grado de participación;Me gusta la forma en que mis superiores juzgan;Me satisface mi capacidad actual;Mi empresa me trata con buena jusicia;Estoy contento con el apoyo;Me satisface mi actual grado;Estoy satisfecho con las relaciones;Estoy satisfecho con los incentivos;Estoy contento con el nivel;Estoy satisfecho con mi jornada;Estoy satisfecho con las normas de seguridad;En resumen
31;PUNTA CARRETAS ;TRABAJO;1;2;La Estacada;50;1;20;2;0;3;1;99;2013;6;1;NULL;7;NULL;1;3;99;320;2;99;99;2;1;99;1;1;1;99;3;NULL;1;44;NULL;NULL;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;;1;1;1;2;99;NULL;2;99;NULL;4;NULL;9000;NULL;NULL;1;1;3;1;1;99;1;1;1;1;1;5;3;1;3;5;3;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
32;CIUDAD VIEJA;TRABAJO;1;2;Es Mercat;12;2;28;2;1;1;2;Cuba;2017;7;2;99;1;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;2;48;NULL;NULL;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.2;Ayudante de cocina     ;;5;2;1;10;99;NULL;1;99;18000;3;NULL;NULL;NULL;99;3;3;3;3;3;99;4;4;3;2;1;2;3;5;4;5;5;0;1;1;0;1;1;1;1;0;0;NULL;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
33;CIUDAD VIEJA;TRABAJO;1;2;Es Mercat;12;1;22;1;0;1;1;99;99;1;2;99;7;NULL;2;99;99;99;2;99;99;1;1;99;1;1;2;99;1;NULL;1;70;NULL;NULL;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.5.;Cocinero       ;;5;5;1;3;99;NULL;3;99;8000;1;6000;NULL;4000;NULL;4;4;1;1;6;99;3;5;4;5;3;1;1;5;5;5;5;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0
34;CENTRO;INSTITUTO CAPACITACIÓN ;1;2;Facal;99;1;44;2;2;1;1;99;2003;7;1;Aula Uruguay;2;NULL;2;99;99;99;1;2;GastronomÃ_a;1;1;99;2;1;2;99;5;NULL;2;66;NULL;NULL;2;5;NULL ;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.8;Otro      ;cajero;5;17;2;99;NULL;NULL;1;99;NULL;7;NULL;20000;NULL;NULL;3;1;3;1;3;99;5;1;1;1;1;1;2;1;3;5;2;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1
35;CANELONES;TRABAJO;19;2;Burdeos;25;2;27;2;0;2;2;NULL;99;7;2;99;7;NULL;2;99;99;99;2;99;99;1;1;99;1;1;1;99;2;NULL;2;40;3;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;1;3;1;3;99;NULL;3;99;20000;4;NULL;7000;NULL;NULL;1;3;2;1;1;99;2;4;3;3;3;4;2;2;4;4;4;1;1;1;1;1;1;1;1;0;0;;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
36;PARQUE RODÓ;TRABAJO;1;2;The Lab;9;1;24;2;0;1;2;Venezuela;NULL;4;2;99;7;NULL;1;3;99;72;2;99;99;1;1;99;1;2;99;4;1;NULL;1;44;NULL;NULL;1;99;NULL;2;2;19;Alimentos y bebidas/Bar;19.2.;Barman / bartender     ;;6;1;1;1;99;NULL;1;99;17000;3;NULL;199;NULL;NULL;3;3;1;2;3;99;1;2;1;1;2;3;1;1;2;1;2;1;1;1;0;1;1;0;0;1;0;NULL;0;0;1;0;1;1;1;0;0;1;0;0;0;1;0
37;CIUDAD VIEJA;TRABAJO;1;1;Don Boutique;21;1;56;1;0;0;2;Brasil;2017;7;2;99;7;NULL;1;3;99;400;2;99;99;1;1;99;1;1;1;99;5;NULL;1;40;5;99;1;99;NULL;2;2;16;Habitaciones Portería;16.1.;Portero       ;;5;1;1;2;99;NULL;2;99;14900;2;NULL;NULL;NULL;99;3;3;3;3;10;NULL;5;5;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1
38;Palermo;TRABAJO;1;2;La Cocina de Pedro;45;2;29;1;0;0;1;99;2013;3;1;Despertando el sentir;7;NULL;1;3;99;48;1;2;Bienestar;2;1;99;1;1;1;99;2;NULL;1;48;NULL;NULL;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;4;2;1;5;99;NULL;1;99;16000;2;NULL;15000;15000;NULL;4;3;1;2;7;99;5;1;1;1;1;1;1;1;3;3;3;1;1;0;0;0;1;1;1;0;1;NULL;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1
39;CENTRO;TRABAJO;1;1;Down Town Hostel SRL;20;1;31;2;0;2;1;99;99;8;2;99;7;NULL;1;3;99;10;2;99;99;2;1;99;1;1;2;99;6;NULL;2;44;NULL;NULL;1;99;NULL;2;1;5;Gerencia general - apoyo;5.1.;Secretaría de Gerencia general    ;;5;5;1;6;99;NULL;4;Su mamÃ¡ abriÃ_ un hostel en 2009;26600;6;NULL;NULL;NULL;99;1;4;3;2;6;99;5;5;3;3;1;3;3;1;5;5;5;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1
40;CIUDAD VIEJA;TRABAJO;1;2;La Fonda;20;2;30;1;2;0;2;NULL;1992;7;2;99;7;NULL;2;99;99;99;1;2;RecreaciÃ_n ProducciÃ_n AnimaciÃ_n;2;3;3;1;1;1;99;6;NULL;1;44;NULL;NULL;2;3;99;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;5;1;1;4;99;NULL;4;Amo mi trabajo y el lugar;18000;3;100;199;NULL;NULL;1;3;1;1;1;99;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41;CARRASCO ;TRABAJO;1;2;Manzanar;NULL;1;31;1;2;1;1;99;2004;7;2;99;NULL;NULL;1;2;99;4;2;99;99;1;1;99;1;1;1;99;3;NULL;1;44;NULL;NULL;1;99;NULL;2;1;20;Alimentos y bebidas/ Cocina;20.5.;Cocinero       ;;1;1;1;6;99;NULL;1;99;24900;6;NULL;8000;8000;NULL;1;3;1;1;1;99;3;3;1;1;2;1;1;1;1;3;3;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1
42;PUNTA CARRETAS;TRABAJO;1;1;Sheraton Montevideo;200;2;24;1;0;1;2;Buenos Aires Argentina;1997;7;1;FCEA;7;NULL;1;3;99;100;2;99;99;2;1;99;1;1;1;99;2;NULL;1;45;NULL;NULL;1;99;NULL;2;2;8;Contabilidad y finanzas - apoyo;8.4.;Auditor interno      ;;1;2;1;2;99;NULL;4;Se fue dando;NULL;8;NULL;NULL;NULL;99;1;3;1;1;1;99;3;2;1;1;2;3;2;2;1;2;1;0;1;0;0;0;1;1;1;0;1;;0;1;1;1;0;1;0;0;0;0;1;0;0;1;1
43;Palermo;TRABAJO;1;2;La Cocina de Pedro;45;2;29;1;0;0;1;99;2013;3;1;Despertando el sentir;7;NULL;1;3;99;48;1;2;Bienestar, salud;2;1;99;1;1;1;99;2;NULL;1;48;NULL;NULL;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;4;2;1;5;99;NULL;1;99;16000;2;NULL;15000;15000;NULL;4;3;1;2;7;99;5;1;1;1;1;1;1;1;3;3;3;1;1;0;0;0;1;1;1;0;1;NULL;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1
44;EMPRESA EVENTOS ;INSTITUTO CAPACITACIÓN ;1;2;Lirium;NULL;2;40;1;2;0;1;99;99;2;2;99;1;NULL;1;4;99;290;1;2;DecoraciÃ_n y docencia;2;8;NULL;1;1;1;99;5;NULL;1;27;4;Tiene otro empleo;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;;5;3;1;2;99;NULL;1;99;NULL;3;NULL;NULL;NULL;99;1;1;1;1;1;99;3;3;5;5;5;5;5;1;4;5;3;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
45;EMPRESA EVENTOS ;INSTITUTO CAPACITACIÓN ;1;2;Lirium;99;1;36;1;3;2;1;99;99;3;1;Dato faltante;1;NULL;1;1;99;290;2;99;99;2;3;12;1;1;1;99;3;NULL;1;44;NULL;NULL;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;2;6;1;2;99;NULL;1;99;30000;7;NULL;3000;NULL;NULL;1;1;1;1;1;99;3;1;1;5;5;5;1;1;4;3;1;1;1;1;1;1;1;1;1;0;1;NULL;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
46;CIUDAD VIEJA;TRABAJO;1;2;Coquinario;30;2;37;1;0;1;1;99;99;2;2;99;6;CANADIAN ;1;3;99;240;1;1;99;2;1;99;1;1;1;99;2;NULL;1;35;4;Complementa con el otro trabajo;1;99;NULL;1;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;1;3;1;10;99;NULL;1;99;NULL;2;NULL;6500;NULL;NULL;4;1;3;1;NULL;99;1;2;1;1;1;4;2;2;3;4;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1
47;CORDON ;TRABAJO;1;2;CafÃ© Gourmand;99;1;25;2;0;1;1;99;99;7;1;UdelaR;1;NULL;1;6;UTU;99;2;99;99;2;1;99;1;1;2;99;2;NULL;2;32;3;99;1;99;NULL;2;1;20;Alimentos y bebidas/ Cocina;20.5.;Cocinero       ;;5;1;1;4;99;NULL;2;99;14000;2;NULL;NULL;NULL;99;2;3;1;3;3;99;1;2;1;1;1;1;1;2;3;2;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1
48;CARRASCO;TRABAJO;1;1;Howard Johnson;83;2;31;1;5;1;1;99;99;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;2;45;NULL;NULL;1;99;NULL;1;2;17;Habitaciones Ama de llaves;17.2.;Mucama       ;Recepcionista;1;2;1;2;99;NULL;4;Cambio;15000;2;NULL;NULL;NULL;99;1;1;1;1;1;99;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1
49;ATLANTIDA;TRABAJO;1;1;Hotel Argentina;42;1;31;1;0;0;2;SudÃ¡frica;1994;8;2;99;7;NULL;1;4;99;120;1;2;NULL ;2;3;3;1;1;1;99;2;NULL;1;44;NULL;NULL;2;5;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;1;1;5;99;NULL;3;99;23000;5;NULL;NULL;NULL;99;1;3;2;1;1;99;4;5;4;3;4;5;4;4;5;5;5;1;1;1;1;1;1;1;1;0;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
50;EMPRESA EVENTOS ;INSTITUTO CAPACITACIÓN ;1;2;SalÃ_n de eventos, Grupo Torres;NULL;2;41;2;2;1;1;99;1989;3;1;Aula Uruguay;7;NULL;1;4;99;290;1;2;PorterÃ_a;2;1;99;2;1;1;99;2;NULL;1;24;4;Tiene una hija menor (10 aÃ±os);1;99;NULL;2;2;16;AyB Banquete/Eventos;16.1.;Portero       ;;5;6;1;2;99;NULL;4;Le gusta trabajar en el ramo;NULL;11;325;NULL;NULL;99;4;4;1;1;10;CIERRA EL SALON;3;1;5;1;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
51;CARRASCO;INSTITUTO CAPACITACIÓN ;1;1;Howard Johnson;80;2;33;1;2;1;1;99;2009;4;1;Aula Uruguay;6;MOZO;1;4;99;280;1;2;Empleada domÃ©stica;1;3;;2;2;99;4;3;NULL;1;80;NULL;NULL;2;1;99;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;1;1;1;18;99;NULL;1;99;NULL;1;NULL;1500;600;NULL;1;3;4;1;1;99;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0
52;POCITOS;TRABAJO;1;2;Parrilla La Otra;40;1;37;1;3;2;1;99;99;4;2;99;7;NULL;2;99;99;99;2;99;99;1;1;99;1;1;2;99;4;NULL;1;44;NULL;NULL;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.1.;Anfitrión de restaurantes     ;;3;13;1;2;99;NULL;3;99;50000;8;NULL;NULL;NULL;99;1;1;1;1;1;99;1;1;3;1;5;1;1;1;1;5;1;1;1;0;1;0;1;1;1;0;1;NULL;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1
53;CORDON ;TRABAJO;1;2;Ola Poke;40;1;23;1;0;1;2;Argentina;2018;4;2;99;7;NULL;1;3;99;480;2;99;99;2;1;99;1;1;1;99;2;NULL;1;48;NULL;NULL;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;;4;1;1;3;99;NULL;1;99;NULL;4;NULL;500;NULL;NULL;1;1;2;2;1;99;2;2;2;2;2;5;2;2;3;4;4;1;1;1;1;0;1;1;1;0;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
54;CIUDAD VIEJA;TRABAJO;1;2;La Fonda;20;2;41;1;1;0;1;99;99;4;2;99;1;NULL;2;99;99;99;2;99;99;2;8;NULL;1;1;1;99;3;NULL;1;44;99;99;2;1;99;2;2;20;Alimentos y bebidas/ Cocina;20.6.;Parrillero       ;;1;1;1;14;99;NULL;1;99;NULL;11;800;NULL;NULL;99;1;3;1;1;1;99;3;4;3;3;4;5;4;3;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
57;PUNTA CARRETAS;TRABAJO;1;1;SHERATON ;104;1;34;2;4;2;1;99;99;7;1;UdelaR;7;NULL;1;13;99;NULL;2;99;99;2;1;99;1;1;1;99;1;NULL;1;44;99;99;1;99;;2;99;8;Contabilidad y finanzas - apoyo;8.3.;Administrativo contable /financiero     ;;4;6;1;4;99;NULL;2;99;NULL;8;NULL;NULL;NULL;99;2;2;2;1;2;99;3;3;1;1;2;4;3;3;4;3;3;1;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1
58;CIUDAD VIEJA;TRABAJO;1;1;NH COLUMBIA;136;1;33;2;0;1;2;Argentina;2018;6;2;99;7;NULL;1;3;99;264;2;99;99;2;1;99;1;1;1;99;5;NULL;1;44;99;99;1;99;;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;2;1;1;4;99;NULL;1;99;NULL;6;NULL;16000;10000;NULL;2;3;2;2;2;99;5;5;3;2;3;4;3;2;3;4;3;1;1;1;0;1;1;1;1;0;1;;1;;1;1;1;1;1;1;1;1;1;1;0;1;1
59;CENTRO;SUGHU;1;1;FOUR POINTS;104;1;54;1;3;1;1;99;99;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;6;NULL;1;44;99;99;1;99;NULL;1;99;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;4;3;2;99;2;NULL;2;99;NULL;4;NULL;NULL;NULL;NULL;4;3;4;4;2;99;1;1;1;1;1;1;1;1;3;2;1;1;1;0;0;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;1;1
60;CENTRO;TRABAJO;1;1;LONDON PALACE;84;2;46;2;1;2;1;99;99;2;2;99;7;NULL;1;3;99;60;2;99;99;2;1;99;1;1;1;99;2;NULL;1;48;99;99;1;99;;2;2;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;;1;5;2;99;2;NULL;4;NULL;18000;NULL;NULL;NULL;NULL;99;1;1;3;1;2;99;4;5;4;3;2;4;3;3;3;5;4;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
61;PUNTA CARRETAS;TRABAJO;1;1;ALOFT;108;2;24;1;0;0;2;Argentina;2012;7;1;FCEA UdelaR;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;45;99;99;1;99;;2;2;8;Contabilidad y finanzas - apoyo;8.4.;Auditor interno      ;;4;1;2;99;1;NULL;3;99;40000;NULL;NULL;99;99;99;2;3;1;2;9;99;2;2;1;1;1;3;2;3;3;4;3;0;0;0;1;1;1;1;1;1;1;;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1
62;Palermo;TRABAJO;1;2;La Cocina de Pedro;45;2;27;1;0;0;1;99;99;3;1;Universidad Cátolica ;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.8.;Otro       ;Recepcionista;4;1;1;9;99;NULL;3;99;15000;NULL;NULL;31200;18200;NULL;3;2;1;1;2;99;3;1;1;3;1;4;1;3;2;3;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
63;PUNTA CARRETAS;TRABAJO;1;1;SHERATON ;207;1;24;1;1;2;1;99;99;7;2;99;6;HOTELERIA ITHU;1;2;99;5400;2;99;99;2;1;99;1;1;1;99;5;NULL;1;45;99;99;1;99;;2;1;12;Habitaciones Recepción;12.4.;Auditor nocturno      ;;5;1;1;5;99;NULL;1;99;NULL;7;NULL;2000;2000;NULL;1;1;1;4;2;99;5;5;4;5;4;4;4;4;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
64;PUNTA CARRETAS;TRABAJO;1;1;SHERATON ;207;2;21;1;0;0;2;Venezulea;2016;7;1;UM;7;NULL;1;3;99;40;1;2;REMISES;1;6;NULL;1;2;99;NULL;2;NULL;1;40;NULL;NULL;2;5;Pasante;2;2;8;Contabilidad y finanzas - apoyo;8.1.;Asistente Contabilidad y finanzas    ;;5;0;1;2;99;NULL;4;Pasantia;NULL;NULL;nULL;nULL;nULL;99;1;3;1;1;8;99;3;4;3;3;3;5;3;3;3;3;3;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
65;0;TRABAJO;1;1;Regency park;50;2;35;2;2;1;1;99;99;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;1;4;1;2;99;NULL;2;99;NULL;4;NULL;NULL;NULL;99;3;3;3;3;2;99;1;1;1;1;1;1;2;2;3;3;2;0;0;0;0;1;1;1;1;0;0;NULL;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1
66;Palermo;TRABAJO;2;2;La cocina de Pedro;45;2;27;1;1;0;1;99;99;3;1;Universidad Cátolica ;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;3;1;1;9;99;NULL;3;99;15000;NULL;NULL;31200;18200;NULL;3;2;1;1;2;99;3;1;1;3;1;4;1;3;2;3;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
67;PRADO;TRABAJO;1;2;Don Andrés;25;1;22;2;0;0;1;99;99;5;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;2;99;1;NOCTURNO;1;50;99;99;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.6.;Parrillero       ;;5;4;2;99;3;NULL;2;99;25000;NULL;NULL;NULL;NULL;NULL;1;1;1;1;NULL;99;5;4;3;5;5;4;3;5;5;4;4;1;1;1;0;NULL;1;1;1;1;1;NULL;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1
68;PRADO;TRABAJO;1;2;Don Andrés;25;NULL;30;2;1;1;1;99;99;3;2;99;1;NULL;1;3;99;6;2;99;99;2;1;99;1;1;1;99;3;NOCTURNO;1;47;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.1.;Anfitrión de restaurantes     ;;2;6;1;4;99;NULL;1;99;25000;NULL;NULL;16000;NULL;NULL;1;1;1;1;NULL;99;5;5;5;5;5;5;5;5;5;5;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1
69;PRADO;TRABAJO;1;2;Don Andrés;25;1;40;1;3;1;1;99;99;3;2;99;NULL;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;1;12 A 16 - 20 A 0;1;44;99;99;1;99;NULL;NULL;NULL;21;Alimentos y bebidas/ Servicio habitaciones;21.2.;Mozo SH      ;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;99;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70;PUNTA CARRETAS;TRABAJO;1;1;Aloft;108;2;25;2;2;1;1;99;99;7;1;ORT;7;NULL;1;3;99;3072;2;99;99;2;1;99;1;1;1;99;2;9 A 18;1;45;99;99;1;99;NULL;2;1;8;Contabilidad y finanzas - apoyo;8.1.;Asistente Contabilidad y finanzas    ;;4;1;2;99;1;NULL;4;casualidad;40000;NULL;NULL;NULL;NULL;99;1;4;2;2;5;99;2;2;1;1;1;3;1;2;3;4;2;1;0;0;0;0;0;1;1;0;0;NULL;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1
71;PUNTA CARRETAS;TRABAJO;1;1;Sheraton ;207;2;36;2;1;2;1;99;99;6;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;9 A 18;1;44;99;99;1;99;NULL;2;NULL;8;Contabilidad y finanzas - apoyo;8.3.;Administrativo contable /financiero     ;;4;3;1;8;99;NULL;3;99;NULL;8;NULL;NULL;NULL;99;2;3;3;2;10;POR UNA MEJOR OFERTA LABORAL;3;3;1;1;1;5;3;1;3;5;1;1;1;1;0;0;0;0;1;0;1;NULL;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
72;PUNTA CARRETAS;TRABAJO;1;1;Sheraton ;207;2;37;1;3;1;1;99;99;6;2;99;7;NULL;1;1;99;40;1;2;Deportivo;2;1;99;1;1;1;99;2;9 A 18 ;1;44;99;99;2;1;99;2;1;8;Contabilidad y finanzas - apoyo;8.1.;Asistente Contabilidad y finanzas    ;;4;7;2;99;2;NULL;3;99;NULL;8;NULL;NULL;NULL;99;3;3;2;3;10;CRECIMIENTO PERSONAL ;3;3;2;2;2;3;1;2;3;3;4;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;1;0;1;0;1;1;1;1
73;PUNTA DEL ESTE ;TRABAJO;2;2;NULL;35;2;25;2;0;0;1;99;99;4;2;99;6;UTU GASTRONOMIA;1;34;99;NULL;2;99;99;2;3;3;1;1;1;99;2;NULL;1;56;99;99;2;2;99;2;NULL;20;Alimentos y bebidas/ Sala-Restaurantes;20.8.;Pastelero       ;;1;5;1;NULL;99;NULL;1;99;NULL;8;NULL;NULL;NULL;NULL;1;1;1;1;NULL;99;5;5;5;5;5;5;5;5;5;5;5;1;1;1;0;1;1;1;1;0;0;;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1
74;PUNTA CARRETAS;TRABAJO;1;1;Sheraton ;207;2;31;1;1;1;1;99;99;7;1;UdelaR;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;9 A 17:45;1;44;99;99;1;99;NULL;2;1;8;Contabilidad y finanzas - apoyo;8.4.;Auditor interno      ;;1;12;2;99;2;NULL;3;99;NULL;8;NULL;NULL;NULL;99;1;2;1;1;NULL;99;1;1;3;1;1;4;2;2;4;4;3;1;1;0;1;0;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
75;PUNTA CARRETAS;TRABAJO;1;1;MERCURE;42;1;35;1;0;1;1;99;2007;6;2;99;6;UTU HOTELERIA;1;23;99;6;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;;2;1;11;Habitaciones Conserjería;11.2.;Conserje       ;;5;4;1;15;99;NULL;1;99;34000;NULL;99;NULL;NULL;99;1;3;1;1;NULL;99;4;4;3;3;2;3;4;5;5;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
